streetLine1,postalCode,city,state,longitude,latitude
"15 Rue Audet","G5J1H3","Amqui","Bas-Saint-Laurent","-67.4350101514207","48.4720956560734"
"1068 Boulevard Perron","G0C1J0","Carleton-sur-Mer","Gaspésie–Îles-de-la-Madeleine","-66.08121464197603","48.10239599243787"
"36 Rue Iberville","G9X3J8","La Tuque","Mauricie","-72.7889332153277","47.42745116596558"
"572 Route 132 Ouest","G5J2G7","Amqui","Bas-Saint-Laurent","-67.4448161386238","48.4889001247397"
"279 Rue Principale","G0A3B0","Saint-Alban","Capitale-Nationale","-72.0784614606276","46.7166739042028"
"1220 Avenue de la Croisée","J6V0H6","Terrebonne","Lanaudière","-73.5061961122618","45.7287058069106"
"299 Rue Renan","G1C5C1","Québec","Capitale-Nationale","-71.20021959562195","46.88081545006818"
"340 Rue Brassens","G1C5L5","Québec","Capitale-Nationale","-71.19609082956161","46.8852038293149"
"469 Route 113 Sud","J0Y2M0","Senneterre","Abitibi-Témiscamingue","-77.3511210919978","48.2147344390318"
"2137 Boulevard Wallberg","G8L1J8","Dolbeau-Mistassini","Saguenay–Lac-Saint-Jean","-72.24607256108821","48.88338991646847"
"2590 Rue du Prieuré","G9P0C4","Shawinigan","Mauricie","-72.72958784719381","46.5285987244498"
"630 Rue Réal","G9X2R9","La Tuque","Mauricie","-72.78031488838906","47.43666923527424"
"35 Chemin Huchéry","J0T2P0","Val-des-Lacs","Laurentides","-74.3461766421501","46.1760097719354"
"353 Chemin Schweizer","J0E2K0","Sutton","Estrie","-72.5962317703771","45.0853348288249"
"70 Chemin Kempt Nord","G0J1X0","Padoue","Bas-Saint-Laurent","-68.0019168152478","48.5729461591625"
"455 Chemin Leggatt","G0J1S0","Métis-sur-Mer","Bas-Saint-Laurent","-68.0609774293418","48.6729234459882"
"914 Boulevard Ducharme","G9X3C2","La Tuque","Mauricie","-72.78504625698112","47.42764113094955"
"38 Chemin du Lac-Adams","G0X1R0","La Tuque","Mauricie","-73.00526319519574","47.75690371609655"
"2318 Rue Principale","G5H3N6","Saint-Joseph-de-Lepage","Bas-Saint-Laurent","-68.1671015261339","48.573304675329"
"4348 Rue du Rapide","G6X3N9","Lévis","Chaudière-Appalaches","-71.27959317163338","46.71992335656592"
"20 Chemin Poupart","J8C2Z8","Ivry-sur-le-Lac","Laurentides","-74.3428055560423","46.0730821833857"
"427 4e Avenue","J9P1H4","Val-d'Or","Abitibi-Témiscamingue","-77.7788393219727","48.10190099345889"
"1702 Boulevard Forest","J9P5J2","Val-d'Or","Abitibi-Témiscamingue","-77.81417329574127","48.09322546874116"
"849 1re Avenue","J9P1Y6","Val-d'Or","Abitibi-Témiscamingue","-77.7908309933771","48.10029485143181"
"490 Rue Boisclair","G9P2K5","Shawinigan","Mauricie","-72.75578726672708","46.52710173625388"
"365 Rue Brown","G9X2W3","La Tuque","Mauricie","-72.78196641693549","47.44528166548686"
"391 Rue Saint-Louis","G9X2W8","La Tuque","Mauricie","-72.78302143910112","47.44472954657979"
"40 Rue Jean-Baptiste","G0S3G0","Scott","Chaudière-Appalaches","-71.0898046676732","46.509432536987"
"104 Rue Longchamps","G0R1M0","Frampton","Chaudière-Appalaches","-70.7999300974662","46.456698962716"
"1440 Boulevard Trudel Est","G0X2L0","Saint-Boniface","Mauricie","-72.813483458534","46.5223104611883"
"333 Rue Cascade","G0J1S0","Métis-sur-Mer","Bas-Saint-Laurent","-67.988242606046","48.674873179665"
"480 Avenue de la Pommeraie","J6Y1V6","Terrebonne","Lanaudière","-73.7517228556947","45.6769654449287"
"7 Rue de l'École","G0X3M0","La Tuque","Mauricie","-75.36580244924434","48.1085777967436"
"132 Rue des Tulipes","G3L4L6","Saint-Raymond","Capitale-Nationale","-71.8376202382409","46.8669934828799"
"1151 105e Avenue","G9P1L7","Shawinigan","Mauricie","-72.75147234093843","46.52451841423954"
"24 Rue Alywin","G3H1G6","Pont-Rouge","Capitale-Nationale","-71.6697958332269","46.8051184429971"
"1851 Rue Saint-Charles","G0A2Y0","Portneuf","Capitale-Nationale","-71.859581878883","46.7216943188139"
"730 Rue du Muguet","J8C0E8","Sainte-Agathe-des-Monts","Laurentides","-74.2569855521486","46.0397745232796"
"297 Rue Notre-Dame","G3M1H1","Donnacona","Capitale-Nationale","-71.73684193125","46.6728174832538"
"16 Rue Wayagamac","G9X3C4","La Tuque","Mauricie","-72.78273098953298","47.41881882111478"
"134 Rue de la Chasse-Galerie","G1B1Y3","Québec","Capitale-Nationale","-71.20179629504939","46.91924692176747"
"242 Rue de la Pointe","G8L5M2","Dolbeau-Mistassini","Saguenay–Lac-Saint-Jean","-72.0857002491313","48.75818349530391"
"626 Avenue Eeyou","J0M1G0","Kuujjuarapik","Nord-du-Québec","-77.7596685466979","55.2751572687682"
"158 Chemin Ridge","J0J2H0","Stanbridge East","Estrie","-72.9356471715264","45.0842004378351"
"88 Rue du Foyer Nord","G0R3X0","Saint-Pamphile","Chaudière-Appalaches","-69.7820639639838","46.9608697676012"
"1 Rue Saint-Christophe","G3H1K2","Pont-Rouge","Capitale-Nationale","-71.6903507355383","46.7570049991331"
"2087 Chemin Fortin","J1X0M7","Magog","Estrie","-72.15986981130702","45.22127899382803"
"494 Rue Édouard-Panet","G3L1Y6","Saint-Raymond","Capitale-Nationale","-71.8253073680736","46.8899355665382"
"3360 Rue Rouleau","J3T1P7","Nicolet","Centre-du-Québec","-72.61355732653175","46.26829580804274"
"24 Rue de l'Église","G0J2C0","Saint-Alexandre-des-Lacs","Bas-Saint-Laurent","-67.3056011805697","48.4766476172815"
"50 Boulevard Joubert Est","G0J3K0","Sayabec","Bas-Saint-Laurent","-67.6769546923517","48.5655447655412"
"3290 1er rang de Doncaster","J0T2N0","Val-David","Laurentides","-74.1930117587864","46.0510162392764"
"252 Rue de Springfield","J4V1X4","Longueuil","Montérégie","-73.4860952830906","45.4926441217375"
"237 Avenue du Manoir","G0S2J1","Saint-Elzéar","Chaudière-Appalaches","-71.06928497851","46.4028397713365"
"575 Avenue Talinniq","J0M1G0","Kuujjuarapik","Nord-du-Québec","-77.7652657844746","55.2775600297554"
"2206 Voie","J0M1G0","Kuujjuarapik","Nord-du-Québec","-77.755398218387","55.2853679634675"
"329 Rue Saint-Hubert","G3L1G8","Saint-Raymond","Capitale-Nationale","-71.8410344811071","46.8874988674383"
"790 Rue des Sources","G0S2J2","Saint-Elzéar","Chaudière-Appalaches","-71.0640674888595","46.4033379843992"
"559 Rue De Quen","G8L5M3","Dolbeau-Mistassini","Saguenay–Lac-Saint-Jean","-72.19429514896342","48.86903270912981"
"9 Rue Saint-Christophe","G3H0L6","Pont-Rouge","Capitale-Nationale","-71.690442361812","46.7576099829887"
"830 Rue Germain","J9P5Z1","Val-d'Or","Abitibi-Témiscamingue","-77.80061527952105","48.0985172696468"
"1205 Rue des Cèdres","G9X4K5","La Tuque","Mauricie","-72.78067012544592","47.40732106610751"
"179 Rue du Torrent","G0S3G0","Scott","Chaudière-Appalaches","-71.0744388278196","46.492109511186"
"432 12e Rue","J9P3H4","Val-d'Or","Abitibi-Témiscamingue","-77.77779151078984","48.10567228303629"
"2508 Rue du Havre","J1X5R9","Magog","Estrie","-72.21052027552554","45.24202073463733"
"510 Chemin du Lac-Guéguen","J9P7C9","Val-d'Or","Abitibi-Témiscamingue","-77.22761736036037","48.08238538611193"
"780 Rang Saint-Mathias","G3L2V7","Saint-Raymond","Capitale-Nationale","-71.7608389046502","46.9794766102913"
"71 Rang du Brûlé","G3H1B4","Pont-Rouge","Capitale-Nationale","-71.6810525457458","46.8134644370663"
"415 Chemin du Lac-Plamondon","G3L4P9","Saint-Raymond","Capitale-Nationale","-71.8745505694523","46.832133837205"
"53 Chemin de l'Aqueduc","J0K1L0","Mandeville","Lanaudière","-73.3570050037368","46.39609579941834"
"410 Rue Saint-Joseph","G9X1L8","La Tuque","Mauricie","-72.77933370925935","47.44121628177773"
"45 Rue Saint-Joseph","G3H2B9","Pont-Rouge","Capitale-Nationale","-71.6896272279141","46.7499478802129"
"340 Route 111","J9P0C1","Val-d'Or","Abitibi-Témiscamingue","-77.89573405776152","48.22932025500285"
"36 Rue Vallières","G3H2T9","Pont-Rouge","Capitale-Nationale","-71.6811161674026","46.808182734167"
"24 Rue du Domaine-Morency","G9X3N7","La Tuque","Mauricie","-72.76713402602324","47.46350266633436"
"730 Avenue Stéphane","J1X5W5","Magog","Estrie","-72.19409584257696","45.26339027739246"
"719 Rue Kitchener","G9X2L7","La Tuque","Mauricie","-72.77799413122546","47.43399390323025"
"2316 Place du Village","J1X6G3","Magog","Estrie","-72.17763875560283","45.27377463939531"
"2003 Route de Chute-Panet","G3L4P8","Saint-Raymond","Capitale-Nationale","-71.8986749659715","46.8266084865864"
"1009 Rue A.-Lambert","G6Z3G9","Lévis","Chaudière-Appalaches","-71.19917842701062","46.71965117739104"
"1389 Rue Saint-Ours","J1X3S5","Magog","Estrie","-72.1266992981954","45.25891155557411"
"9 Rue Saint-Gérard","G0X3E0","Saint-Stanislas","Mauricie","-72.3863776679864","46.6134785628084"
"1119 Route 138","G0A2R0","Neuville","Capitale-Nationale","-71.6157587664311","46.6994670808138"
"1843 Rue Dubé","G5H3L8","Mont-Joli","Bas-Saint-Laurent","-68.1763512810919","48.5845668162122"
"425 12e Rue","J9P3H5","Val-d'Or","Abitibi-Témiscamingue","-77.7784589657301","48.10551194951086"
"74 Chemin Réal","J0E2K0","Sutton","Estrie","-72.5637701968564","45.1056490151604"
"281 Rang Sainte-Julie Ouest","J0V1V0","Ripon","Outaouais","-75.10366213560852","45.74645851399315"
"1273 Boulevard Wallberg","G8L1H3","Dolbeau-Mistassini","Saguenay–Lac-Saint-Jean","-72.22821975918447","48.87759108266805"
"498 Rue Beach","G0J1S0","Métis-sur-Mer","Bas-Saint-Laurent","-68.0159512126074","48.6660565720958"
"341 Rue Beach","G0J1S0","Métis-sur-Mer","Bas-Saint-Laurent","-67.9913688386432","48.6758176787539"
"13 Rue de la Plage","G4X2J3","Gaspé","Gaspésie–Îles-de-la-Madeleine","-64.38354965405404","48.7923188029076"
"111 Avenue du Parc","G5J2L9","Amqui","Bas-Saint-Laurent","-67.4374769861902","48.4568526640728"
"11 Rue de la Colline","G3H2Y8","Pont-Rouge","Capitale-Nationale","-71.7055880108146","46.7881294135946"
"43 Place Belhumeur","G1E7H8","Québec","Capitale-Nationale","-71.17784897869676","46.87247550934035"
"2620 116e Avenue","G9P4M5","Shawinigan","Mauricie","-72.74978282270455","46.5130002276579"
"7568 Boulevard Wilfrid-Hamel","G2G0K8","Québec","Capitale-Nationale","-71.37616678332378","46.77486567605101"
"1985 Rue Jacques-Cartier","J6X2S7","Terrebonne","Lanaudière","-73.6675858249208","45.7226191775374"
"1505 Rue de l'Indépendance","G3J1S8","Québec","Capitale-Nationale","-71.42450985208862","46.86298567723306"
"89 3e Rang","J0E2E0","Saint-Étienne-de-Bolton","Estrie","-72.37363993971357","45.28014750400917"
"94 Rue Marc-Laplante Est","J6K5A3","Châteauguay","Montérégie","-73.73497156438641","45.34606515326203"
"129 Boulevard Maple","J6J5J1","Châteauguay","Montérégie","-73.73276479395521","45.36493064153964"
"7737 Boulevard Wilfrid-Hamel","G2G1C4","Québec","Capitale-Nationale","-71.38188810062292","46.7711988505197"
"1480 Rue Emerson","G3K2C5","Québec","Capitale-Nationale","-71.42220973346944","46.85397798126016"
"6901 Rue Ouellet","G3E1B8","Québec","Capitale-Nationale","-71.32079293634045","46.87628152443942"
"47 Rue Giroux","G2B2X8","Québec","Capitale-Nationale","-71.35724988807817","46.8514541228315"
"1471 Rue de la Harde","G3J1R8","Québec","Capitale-Nationale","-71.43432875130219","46.86797985278934"
"1227 Avenue Dupuis","J7K2T4","Mascouche","Lanaudière","-73.5959174216398","45.7511140441709"
"7038 Rue de l'Apogée","G3E0J6","Québec","Capitale-Nationale","-71.32372469521765","46.88059225578101"
"7355 Boulevard de l'Acadie","H3N2V7","Montréal","Montréal","-73.62739524400855","45.52490200238046"
"1355 Boulevard Pie-XI Sud","G3K1H3","Québec","Capitale-Nationale","-71.39997603881206","46.84616070005259"
"574 Rue des Pins","J0Y1Z0","Malartic","Abitibi-Témiscamingue","-78.1188730544241","48.1432814998859"
"1634 Rue Rodrigue","J7M0K2","Terrebonne","Lanaudière","-73.6934434862625","45.7646788644222"
"190 Rue du Beaujolais","J6W6J9","Terrebonne","Lanaudière","-73.6100932113259","45.7104888517956"
"2988 Rue Demers","J7K3E1","Mascouche","Lanaudière","-73.6066364142411","45.7376223603975"
"1572 Rue de Gibraltar","G3J1V9","Québec","Capitale-Nationale","-71.44215264868764","46.86757386014372"
"30 Rue de la Calcite","G0A1H0","Boischatel","Capitale-Nationale","-71.1370153675682","46.9038620293862"
"3390 Avenue de Charlevoix","J7K3L3","Mascouche","Lanaudière","-73.5845989754538","45.7463302135315"
"365 Boulevard de Douglas","G4X2W7","Gaspé","Gaspésie–Îles-de-la-Madeleine","-64.43944958211567","48.76484032113832"
"6295 Rue de Montrachet","G3E1Z4","Québec","Capitale-Nationale","-71.32431047060787","46.86696283053865"
"642 Rue de Cloridan","J6X2W5","Terrebonne","Lanaudière","-73.6602015152186","45.7015768152233"
"655 Rue Saint-Henri","J5R6A8","La Prairie","Montérégie","-73.488337385757","45.41299262434806"
"295 Rue Léandre-Beausoleil","J6W4B2","Terrebonne","Lanaudière","-73.644609797649","45.6954134071065"
"12 Rue Roy","J2A1V3","Drummondville","Centre-du-Québec","-72.41926734685549","45.85515470234524"
"1085 Rue du Chef","G3K1C6","Québec","Capitale-Nationale","-71.42682646964172","46.84235090522771"
"1916 Rue de l'Égalité","G3E1X7","Québec","Capitale-Nationale","-71.3440979819395","46.87241416798182"
"2691 Rue des Hirondelles","J7M1K5","Terrebonne","Lanaudière","-73.7204151512891","45.7715931337286"
"375 Avenue Le Gendre","G1X4T4","Québec","Capitale-Nationale","-71.35001843856314","46.76958657395888"
"1383 Rue du Repos","J0J1S0","Saint-Alexandre","Montérégie","-73.1199294970786","45.2361404070988"
"86 Boulevard Johnny-Parent","G2B1T9","Québec","Capitale-Nationale","-71.35894219503425","46.84309565201635"
"2435 Rue Wattré","G2A1R3","Québec","Capitale-Nationale","-71.34388954736333","46.86081949390908"
"183 Rue Louis-IX","G2B1L2","Québec","Capitale-Nationale","-71.36223933694896","46.84610876859587"
"1000 Avenue Rockland","H2V4P7","Montréal","Montréal","-73.62179390573348","45.51815102742825"
"2885 Rue Sigouin","J2C6T4","Drummondville","Centre-du-Québec","-72.52390518498113","45.86834740547077"
"57 Rue des Corbières","J6W0B5","Terrebonne","Lanaudière","-73.6186354419695","45.708795088597"
"2330 Rue Charron","J6X4H8","Terrebonne","Lanaudière","-73.6902146177075","45.7285429465432"
"605 Boulevard Foucault","J2C1A3","Drummondville","Centre-du-Québec","-72.46759490534821","45.90193596473111"
"10215 Rue Tomakowa","G0X1B0","Wôlinak","Centre-du-Québec","-72.421263031613","46.3266403214364"
"60 Rue Koak","G0X1B0","Wôlinak","Centre-du-Québec","-72.422131984792","46.3239948015651"
"1744 Rue Maurice-Ouimet","J6W3N9","Terrebonne","Lanaudière","-73.6143058211682","45.7029708001599"
"1865 Boulevard de Tadoussac","G7G0H5","Saguenay","Saguenay–Lac-Saint-Jean","-71.0515426851689","48.4407490604"
"947 Avenue Rockland","H2V3A3","Montréal","Montréal","-73.62057976416453","45.51853793515906"
"1218 Rue Jacques","G3K2E1","Québec","Capitale-Nationale","-71.39911885418336","46.85837473731043"
"1555 Rue Chiasson","J6X2B6","Terrebonne","Lanaudière","-73.661455050347","45.7152600553039"
"1706 Place des Souverains","J6W3S3","Terrebonne","Lanaudière","-73.6127380702307","45.7021394893718"
"1229 Rue du Havre","J7K3T6","Mascouche","Lanaudière","-73.6208370025656","45.7554629498237"
"67 Rue Roy","J6R0C9","Mercier","Montérégie","-73.75539817675119","45.31510006383009"
"720 Avenue Miquelon","J0Y1Z0","Malartic","Abitibi-Témiscamingue","-78.1203397802788","48.1443956242165"
"923 Rue Saint-Georges","J2C4J2","Drummondville","Centre-du-Québec","-72.50706395647951","45.87463569080963"
"1270 Boulevard Lucille-Teasdale","J6V0H5","Terrebonne","Lanaudière","-73.5035534299024","45.7256770963625"
"20 Route 138","G0A1L0","Cap-Santé","Capitale-Nationale","-71.7498000884831","46.6840478320684"
"343 Route Grand-Capsa","G3H1L1","Pont-Rouge","Capitale-Nationale","-71.5996421894847","46.7863826495769"
"1264 Rue Jean-Baptiste-Dufresne","J0T2N0","Val-David","Laurentides","-74.2049566567535","46.0290159231172"
"900 Route Morin","J0T2N0","Val-David","Laurentides","-74.2079310967463","46.0130896075805"
"46 Rue Sainte-Jeanne","G3H1V4","Pont-Rouge","Capitale-Nationale","-71.6900625303728","46.7560245947007"
"381 Rue Paquin","G9X4G7","La Tuque","Mauricie","-72.78097094412084","47.43273683941234"
"374 Rue Beach","G0J1S0","Métis-sur-Mer","Bas-Saint-Laurent","-67.9966689020924","48.6727482402946"
"630 Rang Nord","G8M4P2","Normandin","Saguenay–Lac-Saint-Jean","-72.47184976739938","48.83884042312185"
"1906 Avenue du Rocher","G8M3Y2","Normandin","Saguenay–Lac-Saint-Jean","-72.4956899584781","48.85460891516241"
"1410 Rue Cuvillier","H1W2Z8","Montréal","Montréal","-73.53989582127338","45.54174823536436"
"135 Rue Notre-Dame","G3M1G3","Donnacona","Capitale-Nationale","-71.7409407101213","46.6733254668635"
"317 Rue Principale","G0A3B0","Saint-Alban","Capitale-Nationale","-72.0799601358096","46.7149836605228"
"121 Rue Princesse","J1X0M7","Magog","Estrie","-72.15625850672733","45.23071057631117"
"109 Rue du Sainfoin","G0K1L0","Saint-Donat","Bas-Saint-Laurent","-68.1874530428046","48.4699238551227"
"172 Chemin au Pied-de-la-Montagne","J8E3M2","Mont-Tremblant","Laurentides","-74.5812417503633","46.2101283024172"
"51 Rue Bérard","G8L4G1","Dolbeau-Mistassini","Saguenay–Lac-Saint-Jean","-72.20542930067855","48.88680723590441"
"1300 4e Rue","G9T4V5","Shawinigan","Mauricie","-72.6953276119522","46.62051321957622"
"144 Rue Dollard","J1X2M4","Magog","Estrie","-72.14764687831456","45.26707910332352"
"579 Boulevard Perron","G0C1J0","Carleton-sur-Mer","Gaspésie–Îles-de-la-Madeleine","-66.12618340773281","48.1035451617754"
"102 Rue Leblanc","G0K1M0","Saint-Gabriel-de-Rimouski","Bas-Saint-Laurent","-68.1763011465565","48.4227844860201"
"1388 Rue Saint-Georges","G0S2G0","Saint-Bernard","Chaudière-Appalaches","-71.1387841388536","46.4969357380416"
"489 Avenue Bernard-Lévesque","G0J2H0","Sainte-Angèle-de-Mérici","Bas-Saint-Laurent","-68.0866474483271","48.5269143849068"
"614 Rue de Saint-Jovite","J8E0T4","Mont-Tremblant","Laurentides","-74.5823967096019","46.1199810629654"
"6945 Boulevard du Curé-Labelle","J0T1H0","Labelle","Laurentides","-74.7312876968036","46.2770349025796"
"2007 Chemin du Moulin","J0T1H0","Labelle","Laurentides","-74.7174663577544","46.2732320818274"
"33 Rue des Rapides","G0S3G0","Scott","Chaudière-Appalaches","-71.0743186646116","46.4952815088292"
"979 Boulevard Perron","G0C1J0","Carleton-sur-Mer","Gaspésie–Îles-de-la-Madeleine","-66.08873230912394","48.09855797172769"
"550 Chemin du Lac-Villebon Sud","J9P7E2","Val-d'Or","Abitibi-Témiscamingue","-77.25643780107787","47.94132659998057"
"4335 4e Rang","G0M2C0","Saint-Zacharie","Chaudière-Appalaches","-70.3458263636906","46.1169490039093"
"13 Rue Ouellet","G0A1A0","Sainte-Christine-d'Auvergne","Capitale-Nationale","-71.9759440187415","46.7938146984764"
"383 Route 113 Sud","J0Y2M0","Senneterre","Abitibi-Témiscamingue","-77.3320294716863","48.2565443785343"
"43 Rue de la Station","G0A2Y0","Portneuf","Capitale-Nationale","-71.8865633645711","46.6911966955978"
"1055 105e Avenue","G9P1L4","Shawinigan","Mauricie","-72.75204135391101","46.52502373406917"
"655 Rue des Canots","G9T0H1","Shawinigan","Mauricie","-72.67937311691531","46.63753599871455"
"209 14e Rue","J9P3E2","Val-d'Or","Abitibi-Témiscamingue","-77.77629669913297","48.1019355624482"
"43 Chemin des Cèdres","G0J1J0","Lac-Casault","Bas-Saint-Laurent","-67.0844672082599","48.4710788545292"
"210 Chemin des Explorateurs","J9P4N7","Val-d'Or","Abitibi-Témiscamingue","-77.91155513312216","48.0945454575165"
"346 Rue Cascade","G0J1S0","Métis-sur-Mer","Bas-Saint-Laurent","-67.98884478155","48.6737554228837"
"502 18e Avenue","J1X5R4","Magog","Estrie","-72.12059924493096","45.25576610932966"
"1040 Chemin du Tour-du-Lac","J0V1E0","Lac-Simon","Outaouais","-75.10163380519798","45.91775098929282"
"328 Route Philomène-Thibodeau","G0A3B0","Saint-Alban","Capitale-Nationale","-72.0627442704986","46.7280201861003"
"270 Rue Cadillac","J9P3K3","Val-d'Or","Abitibi-Témiscamingue","-77.7829747902063","48.10016641609676"
"2405 Chemin du Fleuve","G6W1X9","Lévis","Chaudière-Appalaches","-71.23316258689303","46.76011199381925"
"13 Rue des Bardanes","G0K1L0","Saint-Donat","Bas-Saint-Laurent","-68.1918943871687","48.4673992226252"
"2396 Rue Labelle","J8E1T8","Mont-Tremblant","Laurentides","-74.597440318074","46.1730880178199"
"253 Route 113 Sud","J0Y2M0","Senneterre","Abitibi-Témiscamingue","-77.3044294878262","48.3103458515674"
"2100 Chemin Brunet","J8C0L7","Sainte-Agathe-des-Monts","Laurentides","-74.2349987090606","46.0696641518514"
"299 Avenue Cantin","G3L3R7","Saint-Raymond","Capitale-Nationale","-71.8273258954953","46.8920143242589"
"161 Chemin du Curé-Deslauriers","J8E1C9","Mont-Tremblant","Laurentides","-74.5852216316887","46.210189491535"
"114 Rang Saint-Benoît","G0J2E0","Saint-Alexis-de-Matapédia","Gaspésie–Îles-de-la-Madeleine","-67.0878454270765","48.0073105375823"
"330 Rue Saint-Antoine","G0Y1R0","Saint-Augustin-de-Woburn","Estrie","-70.872808530185","45.3910454570942"
"1103 Grande Ligne","G3L2Z3","Saint-Raymond","Capitale-Nationale","-71.7575550496541","46.8852890019891"
"12 Avenue de Grand-Mère","G9T2E8","Shawinigan","Mauricie","-72.6807517060997","46.62104183442258"
"666 Rang Tout-de-Joie","G0Y1R0","Saint-Augustin-de-Woburn","Estrie","-70.8985402084521","45.3521860976088"
"509 Rue George-Sand","G1C6Y7","Québec","Capitale-Nationale","-71.22426659922056","46.88448908177497"
"29 Chemin Marcoux","G0J3K0","Sayabec","Bas-Saint-Laurent","-67.7538146522165","48.5932214928599"
"32 Rue Saint-Joseph","G0X3P0","La Tuque","Mauricie","-74.61897202070736","47.91802650214203"
"602 Rue Commerciale","G9X3B3","La Tuque","Mauricie","-72.78478730029815","47.43762734908132"
"123 Chemin au Pied-de-la-Montagne","J8E3M2","Mont-Tremblant","Laurentides","-74.5836347722291","46.2102220101317"
"465 Chemin Dufur","J0E2K0","Sutton","Estrie","-72.5089262507766","45.0234155446431"
"1500 Route Marie-Victorin","G7A4H1","Lévis","Chaudière-Appalaches","-71.40823126957078","46.70092738339168"
"400 Rue Lacasse","J6W4V3","Terrebonne","Lanaudière","-73.660353573892","45.6964225296567"
"481 Rang Saint-Joseph Nord","G0X1E0","Charette","Mauricie","-72.9586762270407","46.4492513323128"
"571 Avenue de Saint-Georges","G9T5K4","Shawinigan","Mauricie","-72.65276365174401","46.62518571376194"
"3045 Chemin de la Chapelle","J8E1E1","Mont-Tremblant","Laurentides","-74.5853258054175","46.2150073872254"
"995 Route 132 Ouest","G0J1J0","Causapscal","Bas-Saint-Laurent","-67.2645403197687","48.3913973948985"
"615 Avenue Centrale","G0J3J0","Saint-Vianney","Bas-Saint-Laurent","-67.4188149461915","48.6108482661321"
"590 Rue Saint-Charles","G0A2Y0","Portneuf","Capitale-Nationale","-71.8863056372564","46.709009109518"
"839 Route 132 Ouest","G0J1J0","Causapscal","Bas-Saint-Laurent","-67.2491326889327","48.3807970597431"
"179 Chemin Beaumont","G0X1R0","La Tuque","Mauricie","-72.7679119085058","47.51397148416554"
"38 Rue de la Montagne","G0X3P0","La Tuque","Mauricie","-74.65045753656764","47.90079928448398"
"100 Chemin Réal","J0E2K0","Sutton","Estrie","-72.5622403740519","45.105867021453"
"817 Route 161","G0Y1P0","Stratford","Estrie","-71.358973117389","45.7621040065841"
"1781 Chemin des Laurentides","G0X2L0","Saint-Boniface","Mauricie","-72.8055045987834","46.547877558594"
"1675 7e Rang","J0T2N0","Val-David","Laurentides","-74.228497960068","46.0127263737964"
"250 Rue de la Sablière","J8C2Z7","Sainte-Agathe-des-Monts","Laurentides","-74.2859429942555","46.0293207213985"
"424 Lac Tourouvre","G0X1R0","La Tuque","Mauricie","-72.9037931278504","47.77574567903354"
"566 Rue Saint-Antoine","G9X2Y7","La Tuque","Mauricie","-72.78366718393256","47.43920507013124"
"704 Rue Dumas","G0Y1C0","Lac-Drolet","Estrie","-70.8507420619661","45.718304007377"
"395 Route 195","G0J2W0","Saint-Léon-le-Grand","Bas-Saint-Laurent","-67.5174478286189","48.3706000398763"
"12 Avenue Bérubé","G0J2W0","Saint-Léon-le-Grand","Bas-Saint-Laurent","-67.5051656317523","48.377437322418"
"80 Rue Dubé","G5J1P2","Amqui","Bas-Saint-Laurent","-67.4279990541462","48.465993763955"
"2141 Rang de la Rivière","G0S2S0","Scott","Chaudière-Appalaches","-71.1208561023647","46.5298669387257"
"173 Chemin de la Forêt","J8E3K8","Mont-Tremblant","Laurentides","-74.5827127147736","46.2070933546325"
"83 Rue du Collège","J0T1H0","Labelle","Laurentides","-74.7306558993742","46.2739409455662"
"120 Rue des Fauvettes","G5J2V9","Amqui","Bas-Saint-Laurent","-67.4181280351674","48.4567595711265"
"100 Route 132 Ouest","G0J3K0","Sayabec","Bas-Saint-Laurent","-67.700932975566","48.5662921558558"
"205 Rue Tremblay","G0J2W0","Saint-Léon-le-Grand","Bas-Saint-Laurent","-67.4995482728133","48.3837773787944"
"1657 Rue Michaël","G7H0C6","Saguenay","Saguenay–Lac-Saint-Jean","-71.1328308614193","48.4028382299963"
"10 Rue Ozias-Leduc","G5J1H2","Amqui","Bas-Saint-Laurent","-67.4318447471935","48.472444656401"
"196 Route 132 Ouest","G0J3K0","Sayabec","Bas-Saint-Laurent","-67.762243383963","48.5635177014009"
"19 Boulevard Joubert Ouest","G0J3K0","Sayabec","Bas-Saint-Laurent","-67.6898597530389","48.5674050887533"
"1 Chemin Côté","G0J3K0","Sayabec","Bas-Saint-Laurent","-67.6381219590351","48.5696921108989"
"5 Rue David","J0T1H0","Labelle","Laurentides","-74.7297906315177","46.2745112744215"
"149 Place Rainville","G1C6H6","Québec","Capitale-Nationale","-71.2009681139678","46.89498005184718"
"156 Rue du Collège","J0T1H0","Labelle","Laurentides","-74.732034408581","46.2778455910468"
"651 Route de l'Anse-Saint-Jean","G5J3S3","Amqui","Bas-Saint-Laurent","-67.45461024364","48.5004083384181"
"510 Rue de la Parmentière","G1C0G1","Québec","Capitale-Nationale","-71.2072487268671","46.88155484789454"
"429 Rue Boischatel","J7V6M4","L'Île-Perrot","Montérégie","-73.9477728096766","45.38613852352277"
"4081 Rue Principale","J0K2M0","Saint-Félix-de-Valois","Lanaudière","-73.41597824333333","46.1702167818607"
"3041 Montée d'Argenteuil","J0T2B0","Saint-Adolphe-d'Howard","Laurentides","-74.39327437268821","45.94438892953128"
"730 Rue Principale","J0K2K0","Sainte-Émélie-de-l'Énergie","Lanaudière","-73.63437076693019","46.32879834315886"
"194 Place des Cascadelles","J0R1K0","Piedmont","Laurentides","-74.11243825126532","45.89055253042155"
